Job Title,Organisation,Monthly Payment,Contract Type,Category,Closing,Location,Full-Time Equivalent (FTE),Opening
"Junior Consultant  Engineering, Materials",Oho Group,2375.0,Permanent,Information Technology,2013-08-21 12:00:00,Cambridge,,2013-05-23 12:00:00
Maintenance Engineer (Permanent Nights),Rise Technical Recruitment Ltd,1937.5,Permanent,Engineering,2013-11-10 00:00:00,Cornwall,,2013-08-12 00:00:00
"Net Developer  ASPNet, C, TSQL, VB",Monarch Recruitment Limited,3125.0,Permanent,Information Technology,2014-01-04 00:00:00,Birmingham,,2013-11-05 00:00:00
Sales Professional  International Media Company,UKStaffsearch,458.33,,Sales,2013-02-04 12:00:00,Birmingham,0.4 FTE,2013-01-05 12:00:00
RMN  Registered Mental Nurse,Liquid Personnel,2375.0,Permanent,Healthcare and Nursing,2013-08-24 00:00:00,Surrey,,2013-06-25 00:00:00
"BDM  PROMOTIONAL MERCHANDISE  50,000",h2 Recruit Ltd,3333.33,Permanent,Sales,2013-02-24 12:00:00,Harrogate,,2012-11-26 12:00:00
Nurse  Nursing Home  RGN,Liquid Personnel,1708.33,Permanent,Healthcare and Nursing,2012-07-29 12:00:00,Wolverhampton,,2012-06-29 12:00:00
French Speaking Sales / Sales Account Manager,Reason Recruitment Ltd,1645.83,Permanent,Sales,2012-03-28 15:00:00,Liverpool,,2012-01-28 15:00:00
Business Development Manager Motorhomes  **** OTE,h2 Recruit Ltd,3125.0,Permanent,Sales,2013-07-20 00:00:00,Bury,,2013-04-21 00:00:00
German speaking Graduate,Wallace Myers International,2500.0,Permanent,Finance and Accounting,2013-02-12 00:00:00,UK,,2012-12-14 00:00:00
C developer  6 months Contract,Edge Recruits,7500.0,Fixed Term Contract,Information Technology,2013-06-27 00:00:00,Exeter,,2013-04-28 00:00:00
Night RGN / RMN (Staff Nurse)  Nursing Home,UKStaffsearch,2083.33,Permanent,Healthcare and Nursing,2012-08-16 00:00:00,Addlestone,FULL TIME,2012-07-17 00:00:00
"Java,PHP,Javascript, Python, SQL, HTML5, CSS, TDD, Agile",Just IT Recruitment,3958.33,Permanent,Information Technology,2013-06-28 15:00:00,The City,,2013-04-29 15:00:00
Rolling Stock Technician Job Ref **** based in London,Clements Technical Recruitment,3333.33,Permanent,Engineering,2014-02-05 00:00:00,London,,2013-12-07 00:00:00
Business Intelligence Analyst/Developer,Eames Consulting Group,4583.33,Permanent,Information Technology,2013-08-09 15:00:00,The City,,2013-05-11 15:00:00
Erlang Developer,Reperio Human Capital Ltd,3875.0,Permanent,Information Technology,2012-11-07 12:00:00,UK,,2012-10-08 12:00:00
Emergency Nurse/Screening Nurse,STR Group Limited,2583.33,Permanent,Healthcare and Nursing,2014-02-02 12:00:00,The City,,2013-12-04 12:00:00
Graduate System Admin London very technical,Monarch Recruitment Limited,2000.0,Permanent,Information Technology,2012-12-26 00:00:00,London,,2012-11-26 00:00:00
"Graduate Web Developer, Digital Agency",Monarch Recruitment Limited,2041.67,Permanent,Information Technology,2012-10-12 00:00:00,London,,2012-09-12 00:00:00
Graduate analyst market research,Monarch Recruitment Limited,2125.0,Permanent,Information Technology,2014-03-08 15:00:00,London,,2013-12-08 15:00:00
Technical Lead / WINTEL / VMWARE  Maidenhead,radius recruitment,5600.0,Fixed Term Contract,Information Technology,2013-12-21 00:00:00,Maidenhead,,2013-12-07 00:00:00
3rd Level Technical Support Engineer Warsaw Poland ****K ASAP,BeesWax Europe,3666.67,Permanent,Information Technology,2012-05-29 00:00:00,Berkshire,,2012-02-29 00:00:00
Head of Housekeeping,2M Employment Solutions Limited,1604.17,Permanent,Hospitality and Catering,2012-11-12 12:00:00,Rickmansworth,,2012-08-14 12:00:00
Dining Room Assistants,2M Employment Solutions Limited,812.5,Permanent,Hospitality and Catering,2013-05-14 15:00:00,Knutsford,,2013-04-14 15:00:00
Service Delivery Manager MSP Experience London /NI ****k Bens,Just IT Recruitment,4666.67,Permanent,Information Technology,2012-08-25 12:00:00,The City,,2012-05-27 12:00:00
"Service Engineer, Servo Drives, Midlands & Worldwide, Up to ****",Orion Electrotech Ltd,3333.33,Permanent,Engineering,2013-08-23 00:00:00,Northamptonshire,,2013-05-25 00:00:00
Cystic Fibrosis Clinical Nurse Specialist,STR Group Limited,3125.0,Permanent,Healthcare and Nursing,2013-01-06 12:00:00,UK,,2012-12-07 12:00:00
Outpatients Nurses,Chandler Jones International,2083.33,Permanent,Healthcare and Nursing,2013-05-10 15:00:00,Macclesfield,,2013-04-10 15:00:00
Occupational Health Nurse  Central London,STR Group Limited,3583.33,Permanent,Healthcare and Nursing,2012-07-06 15:00:00,The City,,2012-06-06 15:00:00
Engineering Technician / Maintenance Supervisor,GPW Recruitment Services,3041.67,Permanent,Engineering,2012-08-18 15:00:00,Manchester,,2012-06-19 15:00:00
Gastroenterology Staff Nurse,MedicsPro,2837.08,Permanent,Healthcare and Nursing,2012-11-21 15:00:00,The City,,2012-10-22 15:00:00
Sales Manager **** OTE,h2 Recruit Ltd,3125.0,Permanent,Sales,2013-05-02 15:00:00,London,,2013-03-03 15:00:00
CIO/ Chief Information officer,OCC Computer Personnel,5000.0,Permanent,Information Technology,2012-09-09 15:00:00,Portsmouth,,2012-07-11 15:00:00
Software Engineer C++ / Labview,JAM Recruitment Ltd,3541.67,Permanent,Information Technology,2012-11-29 00:00:00,Watford,,2012-09-30 00:00:00
Junior Sister  HDU  Private Hospital,Chandler Jones International,2583.33,Permanent,Healthcare and Nursing,2012-12-30 00:00:00,Manchester,,2012-10-01 00:00:00
Senior Theatre Practitioner (Cardiac),MedicsPro,2821.58,Permanent,Healthcare and Nursing,2012-12-31 15:00:00,The City,,2012-11-01 15:00:00
"IT Support, SQL, VBNet, Exchange, AS/**** London ****k  ****k",Langley James Limited,2708.33,Permanent,Information Technology,2012-06-29 12:00:00,London,,2012-05-30 12:00:00
BDM Corporate South East  **** OTE,h2 Recruit Ltd,2500.0,Permanent,Sales,2013-02-05 15:00:00,South East England,,2012-11-07 15:00:00
QA Engineer Desktop Applications,Monarch Recruitment Limited,2708.33,Permanent,Information Technology,2013-11-19 15:00:00,Newbury,,2013-09-20 15:00:00
ASPNET VBNET Web Application Developer,Monarch Recruitment Limited,3125.0,Permanent,Information Technology,2012-11-24 12:00:00,Warwickshire,,2012-09-25 12:00:00
Embedded Engineer  Tech Start Up,Engage PSG,4583.33,Permanent,Information Technology,2012-10-07 00:00:00,UK,,2012-07-09 00:00:00
Project Manager/Senior Project Engineer  Energy from Waste,Lanesra Technical Recruitment Ltd,3958.33,Permanent,Engineering,2012-07-01 15:00:00,Staffordshire,,2012-06-01 15:00:00
Assistant Compliance Manager up to ****k,UKStaffsearch,2833.33,Permanent,Finance and Accounting,2012-06-09 00:00:00,Leicester,FULL TIME,2012-03-11 00:00:00
DENTAL SALES,UKStaffsearch,2916.58,Permanent,Healthcare and Nursing,2013-05-22 00:00:00,Manchester,FULL TIME,2013-02-21 00:00:00
Senior Vehicle Engineer  Operational Environment,UKStaffsearch,3749.92,Permanent,Engineering,2012-06-16 12:00:00,Derby,FULL TIME,2012-03-18 12:00:00
Lead IT Enterprise Architect,Crimson Limited,5833.33,Permanent,Information Technology,2013-05-30 15:00:00,Buckinghamshire,,2013-03-31 15:00:00
Graduate Engineers,UKStaffsearch,2187.5,Permanent,Engineering,2013-06-18 12:00:00,Boldon Colliery,FULL TIME,2013-04-19 12:00:00
VBNet Software Developer  Cardiff,UKStaffsearch,2500.0,Permanent,Information Technology,2013-08-08 15:00:00,Cardiff,FULL TIME,2013-05-10 15:00:00
Level 1 Technician/Technical Support,UKStaffsearch,1166.67,Permanent,Engineering,2013-05-09 00:00:00,York,FULL TIME,2013-03-10 00:00:00
Information Systems Developer,Preferred IT,3333.33,Permanent,Information Technology,2013-10-21 12:00:00,Bedfordshire,,2013-08-22 12:00:00
Nursery Assistant / Childcare Worker / Level 2,Completely Care,1166.67,Permanent,Teaching,2013-03-17 00:00:00,Banbury,,2012-12-17 00:00:00
IT Customer Service Support Analyst (CTC Security Cleared),UKStaffsearch,4598.0,Permanent,Information Technology,2013-04-18 00:00:00,The City,FULL TIME,2013-03-19 00:00:00
Network Engineer  Team Lead,Preferred IT,3541.67,Permanent,Information Technology,2013-08-25 00:00:00,Birmingham,,2013-07-26 00:00:00
Squiz Mysource developer,Preferred IT,7000.0,Fixed Term Contract,Information Technology,2013-02-20 15:00:00,The City,,2013-02-06 15:00:00
NET Web Developer CNET VBNET ASPNET SQL,Preferred IT,2375.0,Permanent,Information Technology,2013-09-23 00:00:00,Fareham,,2013-08-24 00:00:00
Nursery Nurse / Nursery Assistant,Completely Care,1406.33,Fixed Term Contract,Teaching,2013-03-10 15:00:00,Didcot,,2013-02-24 15:00:00
Database Marketing Manager,UKStaffsearch,2291.67,Permanent,"PR, Advertising and Marketing",2013-10-01 12:00:00,Leeds,FULL TIME,2013-08-02 12:00:00
"CNC Turner  Programmer, Set, Operator",UKStaffsearch,2083.33,Permanent,Engineering,2012-07-21 12:00:00,St. Ives,FULL TIME,2012-04-22 12:00:00
Windows XP/MS Office 2010/Active Directory Helpdesk Support,UKStaffsearch,2860.0,Permanent,Information Technology,2012-12-28 12:00:00,Leeds,FULL TIME,2012-10-29 12:00:00
Hot Tapping Technician,UKStaffsearch,2291.67,Permanent,Engineering,2013-03-22 15:00:00,Scunthorpe,FULL TIME,2013-01-21 15:00:00
****/**** Axis CNC Miller,UKStaffsearch,2376.0,Permanent,Engineering,2014-03-17 15:00:00,Boldon Colliery,FULL TIME,2013-12-17 15:00:00
Software Development Manager (Online Reporting / Web Applications),UKStaffsearch,3333.33,Permanent,Information Technology,2012-04-03 00:00:00,Milton Keynes,FULL TIME,2012-02-03 00:00:00
Clinical Nurse Specialist  Spinal and Orthopaedics (Paeds),MedicsPro,3416.67,Permanent,Healthcare and Nursing,2013-06-21 15:00:00,The City,,2013-04-22 15:00:00
General Assistant (Cleaner),Regus,1139.92,Permanent,Hospitality and Catering,2013-09-01 00:00:00,Watford,,2013-07-03 00:00:00
Application Support Analyst  Central Birmingham,UKStaffsearch,2625.0,Permanent,Information Technology,2013-12-16 15:00:00,Birmingham,FULL TIME,2013-11-16 15:00:00
SQL Reports Developer,UKStaffsearch,5729.17,Permanent,Information Technology,2012-08-29 12:00:00,Ipswich,FULL TIME,2012-06-30 12:00:00
Software Development Manager  Java Music/TV,Parham Consulting,3750.0,Permanent,Information Technology,2012-03-04 12:00:00,The City,,2012-02-03 12:00:00
Accountant (Part / Newly Qualified),MaxAd,1833.33,Permanent,Finance and Accounting,2012-03-19 00:00:00,Petersfield,,2012-01-19 00:00:00
AP GRC Consultant,DCL Search and Selection,3541.67,Permanent,Information Technology,2012-09-09 00:00:00,Northumberland,,2012-06-11 00:00:00
Experienced PR Professional,MaxAd,2875.0,Fixed Term Contract,"PR, Advertising and Marketing",2013-10-12 15:00:00,UK,,2013-08-13 15:00:00
Junior Delphi Developer (Music Sector) London,Parham Consulting,1583.33,Permanent,Information Technology,2014-01-23 15:00:00,The City,,2013-11-24 15:00:00
Operating Department Practitioner (ODP)  Portsmouth,MedicsPro,2125.0,Permanent,Healthcare and Nursing,2012-12-02 00:00:00,Portsmouth,,2012-11-02 00:00:00
Nursery Manager  South East and Home Counties,JEM CHILDCARE SOLUTIONS,2416.67,Permanent,Teaching,2013-09-06 12:00:00,London,,2013-07-08 12:00:00
Financial Controller | Middle East  Tax Free,Wallace Myers International,5416.67,Permanent,Finance and Accounting,2012-07-20 12:00:00,UK,,2012-06-20 12:00:00
Primary teacher positions overseas,REd Teachers,2083.33,Permanent,Teaching,2012-07-05 00:00:00,UK,,2012-04-06 00:00:00
Mobile Desktop Support Engineer 2nd line,Polar Recruitment Services Ltd,1302.0,Fixed Term Contract,Information Technology,2013-02-23 12:00:00,Farnborough,,2012-12-25 12:00:00
Sales Ledger Supervisor,Lloyd Barnes,2000.0,Permanent,Finance and Accounting,2013-03-11 12:00:00,Newton Abbot,,2012-12-11 12:00:00
Community Mental Health Nurse  Birmingham,Service Care Solutions Ltd,3280.0,Fixed Term Contract,Healthcare and Nursing,2012-09-17 12:00:00,Birmingham,,2012-08-18 12:00:00
Occupational Therapist  Community  Norfolk,Service Care Solutions Ltd,2720.0,Fixed Term Contract,Healthcare and Nursing,2013-03-30 00:00:00,King's Lynn,,2013-03-16 00:00:00
"Bookkeeper, Camden",Charter Selection,2166.67,Permanent,Finance and Accounting,2013-02-12 15:00:00,Camden,,2012-12-14 15:00:00
"PHP Developer  CMS, HTML5, CSS3, Javascript, MySQL",Preferred IT,2291.67,Permanent,Sales,2012-12-08 15:00:00,Southampton,,2012-10-09 15:00:00
Service Desk Team Leader London ****,Just IT Recruitment,2416.67,Permanent,Information Technology,2013-12-22 00:00:00,The City,,2013-09-23 00:00:00
Telesales/ Customer Service/ Retail Management,On Target Recruitment Ltd,1583.33,Permanent,Sales,2013-03-04 00:00:00,Hertfordshire,,2013-02-02 00:00:00
Credit Risk Underwriting Manager  Berkshire,THC Recruitment,2708.33,Permanent,Finance and Accounting,2012-10-12 15:00:00,Berkshire,,2012-08-13 15:00:00
Flight Physics Engineer,JAM Recruitment Ltd,1050.0,Fixed Term Contract,Engineering,2012-06-30 15:00:00,Wiltshire,,2012-05-31 15:00:00
Renal Dialysis Nurse  Blackpool,HCL plc,1875.0,Permanent,Healthcare and Nursing,2012-11-19 15:00:00,Blackpool,,2012-08-21 15:00:00
"User Experience Developer, Flex, ActionScript",Monarch Recruitment Limited,2500.0,Permanent,Information Technology,2013-01-23 00:00:00,Farnham,,2012-11-24 00:00:00
SENIOR ACOUNT MANAGER  ADVISORY  LONDON,Engage PSG,4166.67,Permanent,Sales,2012-08-30 12:00:00,London,,2012-07-31 12:00:00
Contract Senior JAVA/J****EE Developer,Reperio Human Capital Ltd,6500.0,Fixed Term Contract,Information Technology,2012-03-19 15:00:00,UK,,2012-03-05 15:00:00
BDM Retail Merchant Services  **** OTE,h2 Recruit Ltd,3208.33,Permanent,Finance and Accounting,2014-01-29 00:00:00,London,,2013-11-30 00:00:00
Fluent German speaking Coordinator,Wallace Myers International,2291.67,Permanent,Information Technology,2013-01-05 00:00:00,UK,,2012-12-06 00:00:00
Financial Services Relationship Manager (UK),Wallace Myers International,4375.0,Permanent,Finance and Accounting,2012-10-01 12:00:00,UK,,2012-07-03 12:00:00
"Frontend, Design, MySQL, HTML, JQuery",Monarch Recruitment Limited,2000.0,Permanent,Information Technology,2012-04-10 15:00:00,Woking,,2012-03-11 15:00:00
Service Desk Support Technician,Monarch Recruitment Limited,1500.0,Permanent,Information Technology,2014-01-02 00:00:00,Bournemouth,,2013-10-04 00:00:00
"Java Programmer, Spring, SQL Developer",Monarch Recruitment Limited,3000.0,Permanent,Information Technology,2013-01-12 00:00:00,Woking,,2012-11-13 00:00:00
PHP Hero Needed ****K,Monarch Recruitment Limited,5625.0,Permanent,Information Technology,2013-03-19 00:00:00,London,,2012-12-19 00:00:00
SAS Analyst  SAS Marketing Analyst  SAS Credit Risk  London,Reperio Human Capital Ltd,3750.0,Permanent,Finance and Accounting,2012-06-26 12:00:00,The City,,2012-05-27 12:00:00
"Teacher / Learner Manager  Heating, Plumbing, Gas Engineering",Technical Placements Ltd,3208.33,Permanent,Teaching,2014-03-31 00:00:00,Kent,,2013-12-31 00:00:00
Business Development Manager Employer Engagement  ****,h2 Recruit Ltd,2083.33,Permanent,Sales,2012-08-27 15:00:00,Yorkshire and Humberside,,2012-07-28 15:00:00
NET Developer Music Streaming York,Noir Consulting,3125.0,Permanent,Information Technology,2012-03-04 15:00:00,Yorkshire and Humberside,,2012-01-04 15:00:00
Graduate Trainee IT Recruitment Consultant,UKStaffsearch,2083.33,Permanent,Information Technology,2012-07-11 12:00:00,Reading,FULL TIME,2012-05-12 12:00:00
Manufacturing/Industrial Engineer,UKStaffsearch,2625.0,Permanent,Engineering,2012-05-13 15:00:00,Waterlooville,FULL TIME,2012-03-14 15:00:00
Quality Engineer  CNC,UKStaffsearch,2816.0,Permanent,Engineering,2012-12-25 12:00:00,Brighton,FULL TIME,2012-11-25 12:00:00
Advertising Executive  Sales,UKStaffsearch,1833.33,Permanent,"PR, Advertising and Marketing",2013-01-09 12:00:00,The City,FULL TIME,2012-11-10 12:00:00
IT Operations Centre Lead & Problem Manager,UKStaffsearch,3125.0,Permanent,Information Technology,2012-05-03 15:00:00,Gatwick,FULL TIME,2012-02-03 15:00:00
M&E Shift Engineer (Defence),UKStaffsearch,2250.0,Permanent,Engineering,2012-10-06 15:00:00,Huntingdon,FULL TIME,2012-08-07 15:00:00
Marketing Manager  Contract 6 months,UKStaffsearch,3125.0,Fixed Term Contract,"PR, Advertising and Marketing",2013-04-15 00:00:00,Rugby,FULL TIME,2013-02-14 00:00:00
Advanced Nurse Practitioner  Northampton,UKStaffsearch,2955.0,Permanent,Healthcare and Nursing,2012-12-11 00:00:00,Northampton,FULL TIME,2012-09-12 00:00:00
Operational Compliance Manager  Huddersfield,UKStaffsearch,2666.67,Permanent,Finance and Accounting,2012-08-25 15:00:00,Huddersfield,FULL TIME,2012-07-26 15:00:00
Nursing Team Leader  Stockport,UKStaffsearch,2308.33,Permanent,Healthcare and Nursing,2012-05-08 15:00:00,Stockport,FULL TIME,2012-03-09 15:00:00
Senior Healthcare Assistant  Derby  Derby,UKStaffsearch,1113.17,Permanent,Healthcare and Nursing,2013-09-26 00:00:00,Derby,FULL TIME,2013-08-27 00:00:00
Configuration Engineer  Mechanical Systems,UKStaffsearch,3520.0,Permanent,Engineering,2012-07-09 12:00:00,Derby,FULL TIME,2012-04-10 12:00:00
Development Manager  ****  C++ and C NET,UKStaffsearch,4583.33,Permanent,Information Technology,2012-12-19 15:00:00,Oxford,FULL TIME,2012-11-19 15:00:00
Business Development  Telemarketer/Telesales,UKStaffsearch,1291.67,Permanent,"PR, Advertising and Marketing",2013-08-07 12:00:00,Chesterfield,FULL TIME,2013-06-08 12:00:00
Senior Network Engineer  (Cisco),UKStaffsearch,3333.33,Permanent,Engineering,2012-10-12 15:00:00,Dartford,FULL TIME,2012-09-12 15:00:00
Infrastructure/Network Support Analyst  Central Birmingham,UKStaffsearch,2333.33,Permanent,Information Technology,2013-09-17 12:00:00,Birmingham,FULL TIME,2013-06-19 12:00:00
Network Security Engineer ****k Shift based,UKStaffsearch,3125.0,Permanent,Engineering,2013-08-25 00:00:00,Dartford,FULL TIME,2013-05-27 00:00:00
Telematics or Insurance Product Manager,UKStaffsearch,2958.33,Permanent,"PR, Advertising and Marketing",2013-05-22 00:00:00,Basingstoke,FULL TIME,2013-04-22 00:00:00
Fertility Nurse  Macclesfield,UKStaffsearch,2125.0,Permanent,Healthcare and Nursing,2012-09-18 12:00:00,Macclesfield,FULL TIME,2012-06-20 12:00:00
Staff Nurse  Tunbridge Wells  Tunbridge Wells,UKStaffsearch,2125.0,Permanent,Healthcare and Nursing,2012-05-23 15:00:00,Tunbridge Wells,FULL TIME,2012-03-24 15:00:00
International Email executive,,1416.67,Permanent,"PR, Advertising and Marketing",2013-09-06 00:00:00,Cheshire,,2013-06-08 00:00:00
Conventional Turner,Direct Engineering Recruitment Ltd,1760.0,Permanent,Engineering,2012-10-23 00:00:00,Birmingham,,2012-07-25 00:00:00
Maintenance Engineering Manager (Food),Questech Recruitment Ltd,4375.0,Permanent,Engineering,2012-09-30 00:00:00,UK,,2012-08-01 00:00:00
Electrical Handy Maintenance Person,Hvac Recruitment,1937.5,Permanent,Engineering,2014-03-18 15:00:00,Leeds,,2013-12-18 15:00:00
Graduate Engineers / Analysts,Chiltern Park Recruitment,2187.5,Permanent,Engineering,2013-11-11 12:00:00,Surrey,,2013-08-13 12:00:00
Laboratory Technician  Maternity Leave Cover 612 months,VGC,1416.67,Fixed Term Contract,Engineering,2012-06-09 00:00:00,Huntingdon,,2012-05-26 00:00:00
Commissioning Integration Manager,Morson International,4041.67,Permanent,Engineering,2013-06-03 12:00:00,South East London,,2013-03-05 12:00:00
